Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20160101000356,H0002,3,0,F,N,95,D08
20160101000356,H0003,0,2,R2,R,214,C01
20160101000354,L0006,0,0,R3,R,83,D03
20160101000352,K0010,5,0,L1,L,100,E02
20160101000354,B0005,3,0,F,N,20,E03
20160101000358,D0001,2,0,L3,L,90,C07
20160101000356,C0004,1,0,F,R,125,E05
20160101000354,F0007,1,0,R3,R,113,A02
20160101000354,T0008,3,0,F,N,200,A03
20160101000358,H0002,5,0,F,N,120,D01
20160101000354,D0009,1,0,F,N,4,B07
20160101000356,L0006,3,0,L1,L,98,D01
20160101000358,H0003,0,0,L3,L,214,C04
20160101000354,K0010,1,0,F,N,31,E08
20160101000356,B0005,3,0,F,N,35,E09
20160101000400,D0001,1,0,F,N,95,C02
20160101000358,C0004,3,0,F,N,145,E06
20160101000356,T0008,1,0,F,N,205,A03
20160101000356,F0007,0,0,R1,R,113,A01
20160101000356,D0009,0,2,F,N,0,B07
20160101000400,H0002,3,0,F,N,135,D03
20160101000400,H0003,0,2,F,N,194,C10
20160101000358,L0006,0,1,F,N,88,D10
20160101000356,K0010,2,0,F,N,41,E07
20160101000358,B0005,0,1,F,N,25,E01
20160101000402,D0001,1,0,L3,L,100,C09
20160101000400,C0004,0,1,R3,R,140,E04
20160101000358,T0008,1,0,F,N,210,A05
20160101000358,F0007,2,0,L2,L,36,A04
20160101000358,D0009,0,3,F,N,0,B10
20160101000402,H0002,1,0,F,N,140,D09
20160101000402,H0003,5,0,L2,L,219,C07
20160101000400,L0006,1,0,F,N,93,D07
20160101000358,K0010,0,0,F,N,41,E03
20160101000400,B0005,1,0,R1,R,30,E01
20160101000404,D0001,0,1,R3,R,90,C05
20160101000402,C0004,5,0,L3,R,180,E01
20160101000400,F0007,3,0,F,N,51,A09
20160101000400,T0008,2,0,F,N,220,A08
20160101000404,H0002,1,0,F,N,145,D03
20160101000400,D0009,3,0,F,N,15,B10
20160101000404,H0003,1,0,L3,L,224,C06
20160101000402,L0006,1,0,F,N,98,D07
20160101000400,K0010,3,0,R2,R,56,E09
20160101000402,B0005,3,0,R1,R,45,E03
20160101000406,D0001,2,0,F,N,30,C02
20160101000404,C0004,3,0,R2,R,200,E05
20160101000402,F0007,2,0,R1,R,61,A10
20160101000402,T0008,4,0,F,N,240,A04
20160101000406,H0002,2,0,F,N,155,D10
20160101000402,D0009,1,0,R1,R,20,B04
20160101000406,H0003,0,2,F,N,47,C06
20160101000404,L0006,3,0,F,N,113,D02
20160101000402,K0010,3,0,F,N,71,E03
20160101000404,B0005,0,1,F,N,35,E08
20160101000408,D0001,1,0,F,N,35,C06
20160101000406,C0004,4,0,F,L,230,E04
20160101000404,T0008,2,0,F,N,250,A02
20160101000404,F0007,2,0,F,N,71,A06
20160101000404,D0009,3,0,F,N,35,B02
20160101000408,H0002,1,0,R1,R,48,D06
20160101000406,L0006,3,0,F,N,128,D01
20160101000408,H0003,3,0,R3,R,62,C01
20160101000404,K0010,0,0,F,N,71,E04
20160101000406,B0005,3,0,L1,L,50,E01
20160101000410,D0001,1,0,F,N,40,C02
20160101000408,C0004,3,0,L3,N,250,E09
20160101000406,F0007,3,0,F,N,86,A09
20160101000406,T0008,1,0,L1,L,250,A09
20160101000406,D0009,1,0,F,N,40,B02
20160101000410,H0002,5,0,L1,L,73,D06
20160101000408,L0006,2,0,L2,L,41,D03
20160101000410,H0003,5,0,R3,R,26,C05
20160101000406,K0010,1,0,F,N,76,E01
20160101000408,B0005,0,1,L3,L,40,E07
20160101000412,D0001,0,3,L3,L,10,C04
20160101000410,C0004,3,0,L2,R,250,E08
20160101000408,F0007,0,1,F,N,76,A07
20160101000408,T0008,0,0,F,N,250,A06
20160101000408,D0009,1,0,R2,R,13,B06
20160101000412,H0002,4,0,F,N,93,D01
20160101000412,H0003,1,0,F,N,31,C01
20160101000410,L0006,1,0,R3,R,46,D01
20160101000408,K0010,1,0,F,N,81,E08
20160101000410,B0005,0,0,R2,R,40,E06
20160101000414,D0001,0,1,R1,R,0,C01
20160101000412,C0004,2,0,F,N,250,E01
20160101000410,T0008,2,0,F,N,250,A01
20160101000410,F0007,1,0,F,N,81,A10
20160101000414,H0002,0,1,F,N,83,D01
20160101000410,D0009,1,0,F,N,18,B03
20160101000412,L0006,2,0,F,N,56,D07
20160101000414,H0003,1,0,L2,L,36,C07
20160101000410,K0010,1,0,F,N,86,E06
20160101000412,B0005,2,0,L2,L,50,E09
20160101000416,D0001,3,0,F,N,15,C05
20160101000414,C0004,3,0,L3,L,250,E06
20160101000412,T0008,0,0,F,N,250,A09
20160101000412,F0007,4,0,F,N,101,A07
20160101000416,H0002,0,1,F,N,73,D05
20160101000412,D0009,1,0,F,N,23,B06
20160101000414,L0006,4,0,F,N,76,D08
20160101000416,H0003,3,0,F,N,51,C06
20160101000412,K0010,3,0,F,N,101,E04
20160101000414,B0005,0,2,F,N,30,E02
20160101000418,D0001,1,0,F,N,20,C06
20160101000416,C0004,3,0,R3,N,250,E05
20160101000414,T0008,3,0,F,N,250,A01
20160101000414,F0007,1,0,R3,R,106,A09
20160101000418,H0002,4,0,R1,R,93,D08
20160101000414,D0009,0,0,F,N,6,B06
20160101000418,H0003,3,0,F,N,19,C09
20160101000416,L0006,0,1,F,N,66,D04
20160101000414,K0010,5,0,F,N,126,E07
20160101000416,B0005,1,0,F,N,35,E10
20160101000420,D0001,0,0,R1,R,20,C05
20160101000418,C0004,0,1,F,N,245,E04
20160101000416,F0007,3,0,F,N,121,A03
20160101000416,T0008,0,0,R3,R,250,A05
20160101000416,D0009,1,0,F,N,11,B08
20160101000420,H0002,0,1,F,N,83,D08
20160101000418,L0006,3,0,F,N,81,D02
20160101000420,H0003,4,0,L2,L,39,C02
20160101000416,K0010,0,1,F,N,116,E02
20160101000418,B0005,2,0,F,N,45,E05
20160101000422,D0001,1,0,R2,R,25,C07
20160101000420,C0004,5,0,F,R,250,E10
20160101000418,T0008,5,0,F,N,250,A03
20160101000418,F0007,0,0,R2,R,121,A06
20160101000422,H0002,2,0,R1,R,93,D04
20160101000418,D0009,3,0,R3,R,26,B05
20160101000422,H0003,3,0,R2,R,54,C08
20160101000420,L0006,0,1,L2,L,71,D03
20160101000418,K0010,0,2,F,N,14,E09
20160101000420,B0005,3,0,F,N,60,E08
20160101000424,D0001,0,0,F,N,25,C10
20160101000422,C0004,2,0,R3,R,250,E01
20160101000420,F0007,0,0,L2,L,121,A03
20160101000420,T0008,1,0,F,N,75,A10
20160101000420,D0009,3,0,L3,L,41,B02
20160101000424,H0002,1,0,F,N,98,D06
20160101000422,L0006,1,0,F,N,76,D06
20160101000424,H0003,3,0,F,N,69,C06
20160101000420,K0010,3,0,L1,L,8,E03
20160101000422,B0005,0,1,F,N,50,E09
20160101000426,D0001,1,0,F,N,30,C05
20160101000424,C0004,4,0,R1,N,250,E02
20160101000422,T0008,3,0,F,N,90,A06
20160101000422,F0007,5,0,F,N,146,A06
20160101000422,D0009,0,2,L1,L,21,B06
20160101000426,H0002,4,0,R1,R,118,D04
20160101000424,L0006,1,0,F,N,81,D06
20160101000426,H0003,1,0,F,N,74,C09
20160101000422,K0010,1,0,R2,R,13,E02
20160101000424,B0005,1,0,R1,R,55,E04
20160101000428,D0001,3,0,F,N,45,C01
20160101000426,C0004,2,0,L1,N,250,E08
20160101000424,F0007,1,0,R1,R,151,A01
20160101000424,T0008,2,0,F,N,100,A06
20160101000428,H0002,0,0,F,N,118,D10
20160101000424,D0009,5,0,L1,L,46,B08
20160101000428,H0003,3,0,R1,R,89,C01
20160101000426,L0006,3,0,R2,R,28,D10
20160101000424,K0010,0,0,F,N,13,E01
20160101000426,B0005,3,0,R1,R,70,E10
20160101000430,D0001,0,2,R3,R,25,C10
20160101000428,C0004,1,0,R3,L,250,E06
20160101000426,F0007,3,0,F,N,166,A06
20160101000426,T0008,0,1,L3,L,90,A02
20160101000426,D0009,1,0,F,N,51,B04
20160101000430,H0002,0,3,F,N,88,D06
20160101000430,H0003,0,1,F,N,79,C03
20160101000428,L0006,0,0,F,N,28,D04
20160101000426,K0010,1,0,F,N,18,E08
20160101000428,B0005,3,0,F,N,85,E07
20160101000432,D0001,1,0,F,N,30,C10
20160101000430,C0004,5,0,F,N,250,E03
20160101000428,T0008,1,0,F,N,95,A05
20160101000428,F0007,3,0,R2,R,181,A09
20160101000432,H0002,5,0,F,N,113,D07
20160101000428,D0009,0,1,F,N,41,B01
20160101000430,L0006,1,0,F,N,33,D09
20160101000432,H0003,2,0,F,N,89,C02
20160101000428,K0010,2,0,F,N,28,E10
20160101000430,B0005,2,0,R3,R,95,E08
20160101000434,D0001,0,2,F,N,10,C06
20160101000432,C0004,3,0,L1,R,75,E03
20160101000430,F0007,3,0,F,N,196,A02
20160101000430,T0008,3,0,F,N,110,A09
20160101000434,H0002,2,0,L2,L,123,D06
20160101000430,D0009,1,0,L1,L,13,B02
20160101000434,H0003,1,0,R2,R,94,C09
20160101000432,L0006,3,0,F,N,48,D06
20160101000430,K0010,0,2,R2,R,8,E04
20160101000432,B0005,1,0,F,N,100,E06
20160101000436,D0001,0,2,R1,R,0,C06
20160101000434,C0004,3,0,F,N,95,E08
20160101000432,T0008,0,1,R2,R,23,A07
20160101000432,F0007,5,0,R3,R,221,A09
20160101000436,H0002,0,0,F,N,123,D10
20160101000432,D0009,1,0,F,N,18,B02
20160101000436,H0003,1,0,F,N,99,C03
20160101000434,L0006,0,1,R1,R,38,D05
20160101000432,K0010,0,1,F,N,0,E06
20160101000434,B0005,0,0,R1,R,100,E01
20160101000438,D0001,2,0,F,N,10,C09
20160101000436,C0004,4,0,L3,L,125,E10
20160101000434,T0008,1,0,F,N,28,A01
20160101000434,F0007,2,0,L2,L,231,A03
20160101000438,H0002,0,2,F,N,103,D04
20160101000434,D0009,0,1,F,N,8,B07
20160101000438,H0003,2,0,F,N,109,C10
20160101000436,L0006,2,0,L1,L,48,D08
20160101000434,K0010,0,1,F,N,0,E09
20160101000436,B0005,3,0,F,N,115,E02
20160101000440,D0001,1,0,F,N,4,C09
20160101000438,C0004,0,2,L2,N,115,E01
20160101000436,F0007,2,0,R2,R,241,A07
20160101000436,T0008,1,0,F,N,33,A05
20160101000436,D0009,3,0,L1,L,23,B05
20160101000440,H0002,1,0,F,N,108,D03
20160101000438,L0006,0,1,R2,R,38,D10
20160101000440,H0003,2,0,F,N,119,C08
20160101000436,K0010,3,0,F,N,15,E10
20160101000438,B0005,3,0,F,N,130,E09
20160101000442,D0001,1,0,F,N,9,C03
20160101000440,C0004,0,3,F,N,95,E05
20160101000438,T0008,3,0,F,N,48,A04
20160101000438,F0007,2,0,L3,L,250,A07
20160101000442,H0002,1,0,F,N,33,D04
20160101000438,D0009,3,0,F,N,11,B07
20160101000442,H0003,2,0,F,N,129,C08
20160101000440,L0006,2,0,F,N,48,D07
20160101000438,K0010,0,1,L3,L,5,E02
20160101000440,B0005,2,0,F,N,140,E08
20160101000444,D0001,5,0,F,N,34,C10
20160101000442,C0004,5,0,L2,R,135,E08
20160101000440,F0007,3,0,F,N,250,A09
20160101000440,T0008,1,0,F,N,53,A02
20160101000440,D0009,1,0,F,N,16,B05
20160101000444,H0002,3,0,L3,L,48,D09
20160101000442,L0006,4,0,L2,L,68,D02
20160101000444,H0003,4,0,F,N,149,C04
20160101000440,K0010,5,0,F,N,30,E06
20160101000442,B0005,1,0,F,N,145,E09
20160101000446,D0001,1,0,F,N,39,C07
20160101000444,C0004,4,0,F,N,165,E06
20160101000442,F0007,0,2,F,N,230,A03
20160101000442,T0008,2,0,F,N,63,A01
20160101000446,H0002,1,0,F,N,53,D06
20160101000442,D0009,1,0,F,N,21,B10
20160101000446,H0003,1,0,L2,L,154,C07
20160101000444,L0006,4,0,L1,L,88,D10
20160101000442,K0010,0,2,F,N,10,E08
20160101000444,B0005,2,0,F,N,155,E06
20160101000448,D0001,3,0,L3,L,54,C08
20160101000446,C0004,3,0,F,N,185,E02
20160101000444,T0008,3,0,R2,R,78,A06
20160101000444,F0007,3,0,F,N,245,A08
20160101000444,D0009,1,0,F,N,26,B10
20160101000448,H0002,0,1,F,N,43,D02
20160101000446,L0006,1,0,F,N,27,D03
20160101000448,H0003,5,0,F,N,179,C01
20160101000444,K0010,1,0,F,N,15,E04
20160101000446,B0005,0,1,F,N,145,E10
20160101000450,D0001,1,0,R3,R,59,C10
20160101000448,C0004,5,0,F,L,225,E04
20160101000446,F0007,3,0,F,N,75,A02
20160101000446,T0008,5,0,F,N,103,A10
20160101000450,H0002,3,0,F,N,58,D07
20160101000446,D0009,1,0,L3,L,31,B04
20160101000450,H0003,2,0,F,N,189,C08
20160101000448,L0006,0,2,F,N,7,D10
20160101000446,K0010,3,0,R1,R,30,E06
20160101000448,B0005,3,0,F,N,48,E04
20160101000452,D0001,0,2,F,N,39,C04
20160101000450,C0004,4,0,L2,L,250,E06
20160101000448,T0008,0,0,F,N,30,A04
20160101000448,F0007,1,0,L3,L,24,A06
20160101000452,H0002,3,0,L3,L,21,D03
20160101000448,D0009,3,0,F,N,46,B01
20160101000450,L0006,0,3,L2,L,0,D06
20160101000452,H0003,3,0,R2,R,204,C01
20160101000448,K0010,1,0,R1,R,35,E07
20160101000450,B0005,0,1,R3,R,38,E01
20160101000454,D0001,1,0,F,N,13,C06
20160101000452,C0004,4,0,L2,R,250,E07
20160101000450,F0007,5,0,F,N,49,A08
20160101000450,T0008,2,0,F,N,12,A08
20160101000450,D0009,1,0,F,N,51,B08
20160101000454,H0002,1,0,F,N,26,D03
20160101000454,H0003,1,0,F,N,209,C06
20160101000452,L0006,1,0,F,N,5,D06
20160101000450,K0010,1,0,F,N,12,E03
20160101000452,B0005,1,0,F,N,43,E09
20160101000456,D0001,0,1,R2,R,0,C08
20160101000454,C0004,4,0,F,R,250,E04
20160101000452,T0008,3,0,F,N,27,A03
20160101000452,F0007,1,0,R1,R,54,A10
20160101000456,H0002,3,0,F,N,41,D02
20160101000452,D0009,0,2,F,N,31,B04
20160101000454,L0006,1,0,L2,L,10,D08
20160101000456,H0003,4,0,F,N,229,C03
20160101000452,K0010,1,0,F,N,17,E08
20160101000454,B0005,0,1,F,N,33,E07
20160101000458,D0001,2,0,F,N,10,C08
20160101000456,C0004,4,0,F,R,250,E01
20160101000454,T0008,3,0,F,N,42,A01
20160101000454,F0007,1,0,F,N,59,A02
20160101000458,H0002,0,1,F,N,31,D01
20160101000454,D0009,4,0,F,N,51,B05
20160101000456,L0006,3,0,F,N,25,D09
20160101000458,H0003,3,0,R2,R,244,C01
20160101000454,K0010,1,0,F,N,22,E07
20160101000456,B0005,3,0,R3,R,48,E05
20160101000500,D0001,0,0,R2,R,10,C08
20160101000458,C0004,3,0,R3,N,250,E06
20160101000456,F0007,1,0,F,N,19,A03
20160101000456,T0008,0,1,F,N,32,A04
20160101000456,D0009,0,1,L3,L,41,B06
20160101000500,H0002,0,1,R1,R,21,D05
20160101000500,H0003,1,0,F,N,249,C05
20160101000458,L0006,2,0,F,N,10,D09
20160101000456,K0010,0,0,F,N,22,E07
20160101000458,B0005,3,0,R2,R,63,E06
20160101000502,D0001,1,0,F,N,15,C06
20160101000500,C0004,3,0,R3,R,250,E02
20160101000458,T0008,3,0,F,N,47,A08
20160101000458,F0007,1,0,R2,R,24,A03
20160101000502,H0002,0,2,F,N,1,D02
20160101000458,D0009,0,2,L2,L,21,B03
20160101000502,H0003,1,0,R2,R,250,C01
20160101000500,L0006,1,0,L2,L,4,D06
20160101000458,K0010,1,0,R3,R,27,E07
20160101000500,B0005,5,0,F,N,26,E10
20160101000504,D0001,2,0,F,N,7,C07
20160101000502,C0004,1,0,R1,N,75,E04
20160101000500,F0007,0,0,F,N,24,A06
20160101000500,T0008,2,0,F,N,57,A08
20160101000504,H0002,0,1,L1,L,0,D01
20160101000500,D0009,1,0,L2,L,26,B04
20160101000504,H0003,1,0,R2,R,250,C01
20160101000502,L0006,3,0,F,N,19,D04
20160101000500,K0010,1,0,F,N,32,E02
20160101000502,B0005,0,1,F,N,16,E05
20160101000506,D0001,3,0,F,N,6,C09
20160101000504,C0004,5,0,L1,N,115,E03
20160101000502,F0007,2,0,L2,L,34,A01
20160101000502,T0008,2,0,F,N,67,A03
20160101000506,H0002,0,1,F,N,0,D03
20160101000502,D0009,1,0,F,N,31,B07
20160101000506,H0003,3,0,F,N,250,C09
20160101000504,L0006,2,0,L3,L,29,D09
20160101000502,K0010,4,0,F,N,52,E09
20160101000504,B0005,1,0,F,N,21,E03
20160101000508,D0001,1,0,L1,L,11,C08
20160101000506,C0004,1,0,F,L,36,E10
20160101000504,F0007,1,0,F,N,39,A09
20160101000504,T0008,4,0,L3,L,26,A09
20160101000508,H0002,0,2,F,N,0,D03
20160101000504,D0009,1,0,L3,L,10,B08
20160101000506,L0006,1,0,F,N,34,D09
20160101000508,H0003,3,0,F,N,250,C09
20160101000504,K0010,1,0,L2,L,57,E07
20160101000506,B0005,1,0,F,N,26,E01
20160101000510,D0001,3,0,F,N,26,C05
20160101000508,C0004,3,0,L1,N,16,E04
20160101000506,F0007,2,0,F,N,49,A03
20160101000506,T0008,3,0,F,N,41,A06
20160101000510,H0002,1,0,F,N,5,D04
20160101000506,D0009,1,0,R2,R,15,B07
20160101000508,L0006,3,0,F,N,49,D10
20160101000510,H0003,3,0,R3,R,250,C10
20160101000506,K0010,3,0,F,N,72,E02
20160101000508,B0005,0,0,F,N,26,E07
20160101000512,D0001,1,0,R1,R,31,C03
20160101000510,C0004,5,0,F,N,56,E01
20160101000508,T0008,0,2,L2,L,21,A04
20160101000508,F0007,0,2,F,N,29,A02
20160101000508,D0009,1,0,F,N,20,B08
20160101000512,H0002,0,1,F,N,0,D03
20160101000512,H0003,0,0,F,N,250,C07
20160101000510,L0006,1,0,L3,L,54,D01
20160101000508,K0010,4,0,F,N,92,E09
20160101000510,B0005,0,1,L3,L,16,E02
20160101000514,D0001,0,1,F,N,21,C03
20160101000512,C0004,4,0,L1,N,86,E03
20160101000510,T0008,0,1,F,N,11,A06
20160101000510,F0007,5,0,F,N,54,A08
20160101000514,H0002,0,0,L1,L,0,D02
20160101000510,D0009,0,2,L3,L,0,B02
20160101000512,L0006,1,0,F,N,59,D06
20160101000514,H0003,3,0,F,N,75,C02
20160101000510,K0010,0,1,F,N,82,E10
20160101000512,B0005,3,0,F,N,31,E05
20160101000516,D0001,0,1,F,N,11,C04
20160101000514,C0004,2,0,L2,L,96,E04
20160101000512,F0007,3,0,F,N,69,A02
20160101000512,T0008,1,0,F,N,4,A06
20160101000512,D0009,3,0,F,N,15,B08
20160101000516,H0002,0,2,F,N,0,D02
20160101000516,H0003,4,0,F,N,95,C04
20160101000514,L0006,1,0,F,N,64,D09
20160101000512,K0010,1,0,L1,L,87,E10
20160101000514,B0005,1,0,F,N,10,E01
20160101000518,D0001,0,3,F,N,0,C10
20160101000516,C0004,4,0,F,N,126,E08
20160101000514,F0007,3,0,L2,L,84,A05
20160101000514,T0008,0,3,L2,L,0,A01
20160101000514,D0009,0,0,F,N,15,B04
20160101000518,H0002,4,0,L1,L,20,D02
20160101000518,H0003,0,0,F,N,95,C01
20160101000516,L0006,1,0,F,N,69,D04
20160101000514,K0010,3,0,F,N,102,E02
20160101000516,B0005,1,0,F,N,15,E08
20160101000520,D0001,3,0,L1,L,15,C06
20160101000518,C0004,3,0,R2,N,146,E06
20160101000516,F0007,5,0,L1,L,109,A07
20160101000516,T0008,1,0,F,N,5,A04
20160101000516,D0009,1,0,F,N,20,B10
20160101000520,H0002,1,0,L2,L,25,D04
20160101000518,L0006,0,0,F,N,69,D04
20160101000520,H0003,3,0,F,N,110,C03
20160101000516,K0010,0,0,F,N,102,E02
20160101000518,B0005,1,0,F,N,20,E07
20160101000522,D0001,2,0,F,N,7,C04
20160101000520,C0004,4,0,F,L,176,E04
20160101000518,T0008,0,2,L1,L,0,A05
20160101000518,F0007,1,0,F,N,114,A02
20160101000522,H0002,0,0,F,N,25,D08
20160101000518,D0009,1,0,F,N,25,B08
20160101000522,H0003,1,0,F,N,115,C09
20160101000520,L0006,1,0,R2,R,74,D03
20160101000518,K0010,1,0,F,N,107,E03
20160101000520,B0005,1,0,F,N,25,E07
20160101000524,D0001,1,0,F,N,12,C06
20160101000522,C0004,3,0,L1,N,196,E09
20160101000520,T0008,1,0,F,N,1,A07
20160101000520,F0007,0,1,F,N,104,A02
20160101000524,H0002,1,0,L2,L,30,D02
20160101000520,D0009,2,0,F,N,35,B06
20160101000522,L0006,4,0,F,N,94,D10
20160101000524,H0003,0,1,F,N,105,C09
20160101000520,K0010,1,0,F,N,33,E04
20160101000522,B0005,1,0,L3,L,30,E06
20160101000526,D0001,1,0,F,N,17,C10
20160101000524,C0004,0,2,L2,N,48,E05
20160101000522,F0007,3,0,F,N,119,A08
20160101000522,T0008,1,0,F,N,6,A09
20160101000522,D0009,1,0,F,N,40,B04
20160101000526,H0002,5,0,L3,L,55,D05
20160101000526,H0003,2,0,F,N,115,C01
20160101000524,L0006,3,0,R1,R,32,D05
20160101000522,K0010,0,0,L1,L,33,E03
20160101000524,B0005,3,0,F,N,45,E07
20160101000528,D0001,2,0,F,N,27,C04
20160101000526,C0004,4,0,R2,N,78,E05
20160101000524,T0008,3,0,F,N,21,A04
20160101000524,F0007,5,0,F,N,144,A04
20160101000528,H0002,1,0,R3,R,60,D03
20160101000524,D0009,1,0,F,N,45,B10
20160101000526,L0006,0,1,F,N,22,D02
20160101000528,H0003,3,0,F,N,130,C04
20160101000524,K0010,1,0,F,N,38,E08
20160101000526,B0005,0,0,L2,L,45,E01
20160101000530,D0001,1,0,R1,R,32,C08
20160101000528,C0004,2,0,R2,R,88,E03
20160101000526,F0007,1,0,R2,R,149,A10
20160101000526,T0008,3,0,F,N,36,A03
20160101000530,H0002,1,0,F,N,65,D06
20160101000526,D0009,4,0,F,N,65,B08
20160101000528,L0006,0,1,R1,R,12,D10
20160101000530,H0003,1,0,F,N,135,C10
20160101000526,K0010,2,0,F,N,48,E06
20160101000528,B0005,1,0,L3,L,50,E04
20160101000532,D0001,0,0,R3,R,9,C10
20160101000530,C0004,3,0,F,L,32,E09
20160101000528,F0007,1,0,F,N,154,A03
20160101000528,T0008,2,0,F,N,46,A08
20160101000532,H0002,5,0,F,N,90,D02
20160101000528,D0009,0,0,L3,L,19,B08
20160101000530,L0006,3,0,L3,L,27,D04
20160101000532,H0003,1,0,L3,L,140,C03
20160101000528,K0010,2,0,F,N,17,E02
20160101000530,B0005,1,0,F,N,55,E08
20160101000534,D0001,1,0,F,N,14,C10
20160101000532,C0004,1,0,R2,N,37,E08
20160101000530,T0008,2,0,L3,L,56,A05
20160101000530,F0007,2,0,F,N,164,A02
20160101000530,D0009,0,0,F,N,19,B04
20160101000534,H0002,0,0,F,N,90,D10
20160101000534,H0003,1,0,F,N,43,C07
20160101000532,L0006,3,0,F,N,42,D06
20160101000530,K0010,5,0,L1,L,42,E10
20160101000532,B0005,3,0,R3,R,70,E09
20160101000536,D0001,1,0,F,N,19,C03
20160101000534,C0004,0,2,R3,L,27,E06
20160101000532,T0008,1,0,L1,L,61,A01
20160101000532,F0007,0,2,R1,R,144,A10
20160101000536,H0002,1,0,R1,R,95,D04
20160101000532,D0009,1,0,F,N,24,B02
20160101000534,L0006,1,0,F,N,47,D04
20160101000536,H0003,0,2,F,N,23,C03
20160101000532,K0010,2,0,F,N,15,E08
20160101000534,B0005,1,0,R2,R,75,E04
20160101000538,D0001,0,2,F,N,0,C07
20160101000536,C0004,3,0,F,N,47,E03
20160101000534,T0008,3,0,F,N,76,A06
20160101000534,F0007,1,0,F,N,149,A05
20160101000538,H0002,3,0,F,N,110,D06
20160101000534,D0009,5,0,R2,R,49,B06
20160101000536,L0006,0,0,F,N,14,D10
20160101000538,H0003,2,0,F,N,33,C09
20160101000534,K0010,3,0,R1,R,30,E10
20160101000536,B0005,4,0,L1,L,95,E06
20160101000540,D0001,0,0,F,N,0,C01
20160101000538,C0004,0,2,F,N,37,E01
20160101000536,T0008,3,0,F,N,91,A04
20160101000536,F0007,4,0,F,N,169,A04
20160101000540,H0002,1,0,F,N,115,D06
20160101000536,D0009,3,0,F,N,64,B01
20160101000538,L0006,0,1,R2,R,4,D06
20160101000540,H0003,0,0,F,N,33,C02
20160101000536,K0010,1,0,R3,R,35,E09
20160101000538,B0005,2,0,F,N,105,E07
20160101000542,D0001,3,0,F,N,15,C02
20160101000540,C0004,0,0,F,N,37,E01
20160101000538,F0007,3,0,F,N,55,A09
20160101000538,T0008,0,2,F,N,71,A09
20160101000538,D0009,0,0,R2,R,64,B04
20160101000542,H0002,3,0,F,N,130,D01
20160101000542,H0003,1,0,L3,L,38,C03
20160101000540,L0006,0,1,F,N,0,D10
20160101000538,K0010,3,0,F,N,50,E02
20160101000540,B0005,1,0,F,N,110,E01
20160101000544,D0001,1,0,F,N,20,C04
20160101000542,C0004,3,0,R1,N,57,E04
20160101000540,T0008,1,0,F,N,76,A10
20160101000540,F0007,0,1,F,N,6,A01
20160101000544,H0002,1,0,F,N,40,D08
20160101000540,D0009,0,1,L3,L,54,B07
20160101000544,H0003,1,0,L2,L,12,C04
20160101000542,L0006,3,0,F,N,15,D10
20160101000540,K0010,2,0,L1,L,60,E07
20160101000542,B0005,1,0,L3,L,115,E07
20160101000546,D0001,0,0,F,N,20,C01
20160101000544,C0004,1,0,L1,N,62,E04
20160101000542,F0007,1,0,F,N,11,A05
20160101000542,T0008,1,0,L2,L,81,A06
20160101000542,D0009,5,0,F,N,23,B08
20160101000546,H0002,3,0,R3,R,55,D07
20160101000544,L0006,1,0,F,N,20,D01
20160101000546,H0003,0,0,F,N,12,C10
20160101000542,K0010,1,0,F,N,65,E03
20160101000544,B0005,1,0,F,N,120,E06
20160101000548,D0001,1,0,F,N,25,C06
20160101000546,C0004,0,2,F,L,8,E05
20160101000544,T0008,1,0,R1,R,86,A03
20160101000544,F0007,0,1,F,N,1,A10
20160101000548,H0002,3,0,F,N,70,D06
20160101000544,D0009,2,0,F,N,33,B04
20160101000548,H0003,2,0,F,N,22,C05
20160101000546,L0006,1,0,L2,L,25,D04
20160101000544,K0010,1,0,R3,R,70,E10
20160101000546,B0005,1,0,F,N,37,E06
20160101000550,D0001,4,0,F,N,45,C06
20160101000548,C0004,3,0,R2,N,28,E04
20160101000546,F0007,0,1,F,N,0,A04
20160101000546,T0008,0,3,F,N,56,A04
20160101000546,D0009,1,0,F,N,38,B03
20160101000550,H0002,3,0,L3,L,85,D06
20160101000548,L0006,1,0,R2,R,30,D08
20160101000550,H0003,0,1,L1,L,12,C10
20160101000546,K0010,1,0,F,N,75,E01
20160101000548,B0005,0,1,R1,R,27,E06
20160101000552,D0001,1,0,F,N,50,C04
20160101000550,C0004,4,0,F,N,58,E05
20160101000548,T0008,3,0,R3,R,71,A03
20160101000548,F0007,3,0,F,N,15,A09
20160101000552,H0002,5,0,F,N,110,D09
20160101000548,D0009,1,0,F,N,43,B10
20160101000552,H0003,1,0,F,N,5,C06
20160101000550,L0006,0,2,F,N,10,D08
20160101000548,K0010,0,1,F,N,65,E01
20160101000550,B0005,1,0,F,N,32,E07
20160101000554,D0001,0,0,F,N,50,C06
20160101000552,C0004,5,0,F,N,98,E04
20160101000550,F0007,3,0,F,N,30,A08
20160101000550,T0008,3,0,F,N,86,A01
20160101000550,D0009,0,0,L3,L,43,B04
20160101000554,H0002,0,1,R3,R,100,D09
20160101000552,L0006,3,0,F,N,25,D02
20160101000554,H0003,3,0,F,N,20,C03
20160101000550,K0010,0,2,F,N,45,E04
20160101000552,B0005,3,0,F,N,47,E03
20160101000556,D0001,4,0,F,N,70,C01
20160101000554,C0004,3,0,L3,N,118,E02
